w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[2.285781, 0.555556, 3.38488, 11.85386, 0.6665321]
gene	p_phi_m_neg	q_phi_m_neg	phi_m_neg	p_phi_k_neg	q_phi_k_neg	phi_k_neg	p_phi_neg	q_phi_neg	phi_neg	p_phi_m_pos	q_phi_m_pos	phi_m_pos_or_p(m=0|s)	p_phi_k_pos	q_phi_k_pos	phi_k_pos_or_p(k=0|s)	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs	dm/ds	dk/ds	d(m+k)/ds
ENSG00000114491.14	5.145201e-01	5.659422e-01	0.543215	5.292624e-01	7.526452e-01	0.166030	5.568557e-01	6.058508e-01	0.709245	5.065331e-01	1.000000e+00	0.565728	1.000000e+00	1.000000e+00	0.847021	6.226577e-01	1.000000e+00	0.565728	3	0	1	0.835210	0.000000	0.797100
ENSG00000114503.11	1.268163e-01	2.266338e-01	1.577012	5.292624e-01	7.526452e-01	0.175730	1.394052e-01	2.429063e-01	1.752742	1.000000e+00	1.000000e+00	0.206592	1.000000e+00	1.000000e+00	0.838844	1.000000e+00	1.000000e+00	0.173298	0	0	0	0.000000	0.000000	0.000000
ENSG00000114520.11	1.071619e-01	2.065896e-01	1.666214	2.853306e-01	6.687190e-01	0.263835	1.081716e-01	2.100833e-01	1.930049	1.000000e+00	1.000000e+00	0.188961	1.000000e+00	1.000000e+00	0.768100	1.000000e+00	1.000000e+00	0.145141	0	0	0	0.000000	0.000000	0.000000
ENSG00000114529.13	8.018654e-01	8.169904e-01	0.192327	7.288369e-01	8.083671e-01	0.114987	8.595357e-01	8.707430e-01	0.307314	2.230973e-01	1.000000e+00	1.354525	1.000000e+00	1.000000e+00	0.891378	3.738830e-01	1.000000e+00	1.354525	5	0	1	1.535912	0.000000	1.482314
ENSG00000114541.15	5.032066e-01	5.559418e-01	0.579021	1.967711e-01	6.213920e-01	0.334587	4.329274e-01	5.023706e-01	0.913608	5.065331e-01	1.000000e+00	0.568131	1.000000e+00	1.000000e+00	0.715634	6.226577e-01	1.000000e+00	0.568131	4	0	2	0.852571	0.000000	0.792893
ENSG00000114544.17	1.071619e-01	2.065896e-01	1.666953	3.634805e-01	7.017610e-01	0.226267	1.139195e-01	2.164050e-01	1.893220	8.671114e-01	1.000000e+00	0.066701	1.000000e+00	1.000000e+00	0.797505	8.940958e-01	1.000000e+00	0.066701	1	0	2	0.236755	0.000000	0.224293
ENSG00000114554.12	4.584190e-05	1.857143e-03	6.893686	1.555815e-01	5.923518e-01	0.375135	5.759624e-05	1.936759e-03	7.268821	1.000000e+00	1.000000e+00	0.001014	1.000000e+00	1.000000e+00	0.687197	1.000000e+00	1.000000e+00	0.000697	0	0	7	0.000000	0.000000	0.000000
ENSG00000114573.12	7.548634e-03	4.667151e-02	3.381561	2.497373e-01	6.509314e-01	0.296593	8.667646e-03	4.893165e-02	3.678154	1.000000e+00	1.000000e+00	0.033994	1.000000e+00	1.000000e+00	0.743347	1.000000e+00	1.000000e+00	0.025270	0	0	2	0.000000	0.000000	0.000000
ENSG00000114626.18	4.478966e-01	5.086405e-01	0.676451	7.877661e-01	8.289839e-01	0.090717	5.177679e-01	5.724379e-01	0.767169	6.756004e-01	1.000000e+00	0.291405	1.000000e+00	1.000000e+00	0.913276	7.507705e-01	1.000000e+00	0.291405	1	0	0	0.504554	0.000000	0.481942
ENSG00000114631.11	9.362210e-02	1.918560e-01	1.760600	5.292624e-01	7.526452e-01	0.161142	1.081716e-01	2.100833e-01	1.921741	8.827223e-01	1.000000e+00	0.059383	1.000000e+00	1.000000e+00	0.851171	9.048440e-01	1.000000e+00	0.059383	1	0	2	0.223499	0.000000	0.215532
ENSG00000114638.8	1.984719e-01	2.890277e-01	1.329707	3.208534e-01	6.842968e-01	0.253183	1.836415e-01	2.819836e-01	1.582890	8.369321e-01	1.000000e+00	0.107855	1.000000e+00	1.000000e+00	0.776326	8.729556e-01	1.000000e+00	0.107855	1	0	1	0.280059	0.000000	0.260606
ENSG00000114646.10	4.589104e-01	5.178301e-01	0.655227	8.384684e-01	8.533640e-01	0.060410	5.568557e-01	6.058508e-01	0.715637	6.547705e-01	1.000000e+00	0.301461	1.000000e+00	1.000000e+00	0.941378	7.345166e-01	1.000000e+00	0.301461	1	0	0	0.519427	0.000000	0.503369
ENSG00000114648.12	4.008886e-01	4.700979e-01	0.756169	7.288369e-01	8.083671e-01	0.113969	4.562445e-01	5.216719e-01	0.870138	6.206676e-01	1.000000e+00	0.344586	1.000000e+00	1.000000e+00	0.892286	7.080741e-01	1.000000e+00	0.344586	2	0	1	0.605151	0.000000	0.584522
ENSG00000114650.21	7.369968e-04	1.208092e-02	5.007091	4.349809e-02	4.408100e-01	0.608566	6.041728e-04	9.753321e-03	5.615657	1.000000e+00	1.000000e+00	0.002806	1.000000e+00	1.000000e+00	0.544131	1.000000e+00	1.000000e+00	0.002806	4	0	10	0.216557	0.000000	0.209428
ENSG00000114654.8	8.429809e-01	8.543284e-01	0.148451	8.802116e-01	8.843696e-01	0.057404	9.332542e-01	9.371095e-01	0.205855	2.143638e-01	1.000000e+00	1.394177	1.000000e+00	1.000000e+00	0.944213	3.641140e-01	1.000000e+00	1.394177	3	0	0	1.775719	0.000000	1.716475
ENSG00000114656.13	5.032066e-01	5.559418e-01	0.561575	2.853306e-01	6.687190e-01	0.275575	4.804032e-01	5.417231e-01	0.837150	4.823156e-01	1.000000e+00	0.609225	1.000000e+00	1.000000e+00	0.759135	6.035463e-01	1.000000e+00	0.609225	5	0	3	0.902468	0.000000	0.858197
ENSG00000114670.14	4.806371e-01	5.363353e-01	0.607842	1.751760e-01	6.069273e-01	0.352122	4.116438e-01	4.849491e-01	0.959965	5.180911e-01	1.000000e+00	0.542040	1.000000e+00	1.000000e+00	0.703194	6.314605e-01	1.000000e+00	0.542040	4	0	2	0.827719	0.000000	0.768457
ENSG00000114686.9	3.745048e-02	1.140336e-01	2.354210	5.292624e-01	7.526452e-01	0.172994	4.475815e-02	1.260235e-01	2.527204	1.000000e+00	1.000000e+00	0.094969	1.000000e+00	1.000000e+00	0.841142	1.000000e+00	1.000000e+00	0.079882	0	0	1	0.000000	0.000000	0.000000
ENSG00000114698.15	1.422545e-01	2.406742e-01	1.503267	2.853306e-01	6.687190e-01	0.265112	1.349738e-01	2.388042e-01	1.768380	8.165313e-01	1.000000e+00	0.121058	1.000000e+00	1.000000e+00	0.767120	8.576856e-01	1.000000e+00	0.121058	2	0	2	0.354773	0.000000	0.338174
ENSG00000114735.10	8.224672e-01	8.363282e-01	0.162067	5.292624e-01	7.526452e-01	0.160833	8.435498e-01	8.563842e-01	0.322900	2.020194e-01	1.000000e+00	1.440505	1.000000e+00	1.000000e+00	0.851434	3.497843e-01	1.000000e+00	1.440505	4	0	0	1.702826	0.000000	1.589148
ENSG00000114737.16	1.369874e-01	2.357241e-01	1.527175	7.288369e-01	8.083671e-01	0.115850	1.645619e-01	2.654551e-01	1.643024	1.000000e+00	1.000000e+00	0.217148	1.000000e+00	1.000000e+00	0.890609	1.000000e+00	1.000000e+00	0.193394	0	0	0	0.000000	0.000000	0.000000
ENSG00000114738.11	7.671584e-02	1.701630e-01	1.939613	2.853306e-01	6.687190e-01	0.268365	7.493388e-02	1.687177e-01	2.207978	8.827223e-01	1.000000e+00	0.047723	1.000000e+00	1.000000e+00	0.764629	9.048440e-01	1.000000e+00	0.047723	1	0	2	0.201292	0.000000	0.190543
ENSG00000114739.14	2.031854e-02	8.073797e-02	2.760382	4.140406e-01	7.185008e-01	0.209824	2.404467e-02	8.828658e-02	2.970206	1.000000e+00	1.000000e+00	0.063268	1.000000e+00	1.000000e+00	0.810727	1.000000e+00	1.000000e+00	0.051293	0	0	2	0.000000	0.000000	0.000000
ENSG00000114742.14	1.187423e-02	6.004160e-02	3.105995	1.234099e-01	5.638614e-01	0.401956	1.078813e-02	5.547295e-02	3.507951	1.000000e+00	1.000000e+00	0.044780	1.000000e+00	1.000000e+00	0.669010	1.000000e+00	1.000000e+00	0.029958	0	0	2	0.000000	0.000000	0.000000
ENSG00000114744.9	1.405701e-02	6.561866e-02	3.006266	1.751760e-01	6.069273e-01	0.358540	1.335175e-02	6.236069e-02	3.364807	1.000000e+00	1.000000e+00	0.049476	1.000000e+00	1.000000e+00	0.698695	1.000000e+00	1.000000e+00	0.034569	0	0	2	0.000000	0.000000	0.000000
ENSG00000114745.15	1.855104e-01	2.780042e-01	1.377103	7.877661e-01	8.289839e-01	0.081067	2.298983e-01	3.220848e-01	1.458170	1.000000e+00	1.000000e+00	0.252308	1.000000e+00	1.000000e+00	0.922132	1.000000e+00	1.000000e+00	0.232662	0	0	0	0.000000	0.000000	0.000000
ENSG00000114757.19	1.850132e-03	2.082011e-02	4.371372	1.234099e-01	5.638614e-01	0.413480	1.837202e-03	1.935604e-02	4.784852	1.000000e+00	1.000000e+00	0.012634	1.000000e+00	1.000000e+00	0.661345	1.000000e+00	1.000000e+00	0.008355	0	0	4	0.000000	0.000000	0.000000
ENSG00000114767.7	8.922128e-02	1.861557e-01	1.803619	4.140406e-01	7.185008e-01	0.201574	9.779959e-02	1.977258e-01	2.005193	8.827223e-01	1.000000e+00	0.056321	1.000000e+00	1.000000e+00	0.817443	9.048440e-01	1.000000e+00	0.056321	1	0	2	0.217812	0.000000	0.208361
ENSG00000114770.17	0.000000e+00	0.000000e+00	13.546550	2.601234e-03	1.851883e-01	1.362027	0.000000e+00	0.000000e+00	14.908576	1.000000e+00	1.000000e+00	0.000001	1.000000e+00	1.000000e+00	0.256141	1.000000e+00	1.000000e+00	0.000000	0	0	13	0.000000	0.000000	0.000000
ENSG00000114771.14	9.135234e-02	1.890719e-01	1.788917	2.221663e-01	6.360693e-01	0.309356	8.824214e-02	1.858678e-01	2.098273	8.525901e-01	1.000000e+00	0.082425	1.000000e+00	1.000000e+00	0.733919	8.840564e-01	1.000000e+00	0.082425	2	0	3	0.319842	0.000000	0.304166
ENSG00000114779.20	6.124302e-01	6.507932e-01	0.408700	7.288369e-01	8.083671e-01	0.107582	6.979794e-01	7.292226e-01	0.516282	4.593371e-01	1.000000e+00	0.647152	1.000000e+00	1.000000e+00	0.898003	5.850720e-01	1.000000e+00	0.647152	2	0	0	0.926927	0.000000	0.881658
ENSG00000114784.4	5.590361e-02	1.422249e-01	2.136446	5.292624e-01	7.526452e-01	0.167369	6.413282e-02	1.541707e-01	2.303815	1.000000e+00	1.000000e+00	0.118074	1.000000e+00	1.000000e+00	0.845887	1.000000e+00	1.000000e+00	0.099877	0	0	1	0.000000	0.000000	0.000000
ENSG00000114790.13	2.395557e-01	3.247582e-01	1.193998	2.221663e-01	6.360693e-01	0.310788	2.093271e-01	3.038734e-01	1.504786	7.791866e-01	1.000000e+00	0.179772	1.000000e+00	1.000000e+00	0.732869	8.298736e-01	1.000000e+00	0.179772	2	0	2	0.435369	0.000000	0.406457
ENSG00000114796.16	8.223332e-03	4.894019e-02	3.320759	2.853306e-01	6.687190e-01	0.271635	9.660887e-03	5.210143e-02	3.592394	1.000000e+00	1.000000e+00	0.036125	1.000000e+00	1.000000e+00	0.762132	1.000000e+00	1.000000e+00	0.027532	0	0	2	0.000000	0.000000	0.000000
ENSG00000114805.18	5.036145e-02	1.343103e-01	2.180304	8.868645e-03	2.847170e-01	1.003739	1.749045e-02	7.276284e-02	3.184043	8.525901e-01	1.000000e+00	0.081300	1.000000e+00	1.000000e+00	0.366507	8.840564e-01	1.000000e+00	0.081300	8	0	8	0.479986	0.000000	0.450981
ENSG00000114812.13	1.138384e-01	2.139342e-01	1.638586	5.292624e-01	7.526452e-01	0.178155	1.271960e-01	2.312716e-01	1.816742	8.671114e-01	1.000000e+00	0.069111	1.000000e+00	1.000000e+00	0.836813	8.940958e-01	1.000000e+00	0.069111	1	0	2	0.241027	0.000000	0.230827
ENSG00000114841.18	0.000000e+00	0.000000e+00	11.086929	2.245078e-04	6.586207e-02	2.243892	0.000000e+00	0.000000e+00	13.330820	1.000000e+00	1.000000e+00	0.000007	1.000000e+00	1.000000e+00	0.106045	1.000000e+00	1.000000e+00	0.000007	12	0	26	0.229797	0.000000	0.219887
ENSG00000114850.7	3.887981e-02	1.163659e-01	2.324468	2.221663e-01	6.360693e-01	0.310543	3.813929e-02	1.152442e-01	2.635011	1.000000e+00	1.000000e+00	0.097835	1.000000e+00	1.000000e+00	0.733049	1.000000e+00	1.000000e+00	0.071718	0	0	1	0.000000	0.000000	0.000000
ENSG00000114853.15	1.447781e-02	6.666847e-02	2.987430	4.140406e-01	7.185008e-01	0.212986	1.696268e-02	7.149368e-02	3.200416	1.000000e+00	1.000000e+00	0.050417	1.000000e+00	1.000000e+00	0.808168	1.000000e+00	1.000000e+00	0.040745	0	0	2	0.000000	0.000000	0.000000
ENSG00000114854.8	8.286688e-02	1.782754e-01	1.866412	8.384684e-01	8.533640e-01	0.068641	1.081716e-01	2.100833e-01	1.935053	1.000000e+00	1.000000e+00	0.154678	1.000000e+00	1.000000e+00	0.933661	1.000000e+00	1.000000e+00	0.144417	0	0	1	0.000000	0.000000	0.000000
ENSG00000114857.19	5.030855e-04	9.716232e-03	5.261315	8.745225e-04	1.261017e-01	1.775942	8.815751e-05	2.622378e-03	7.037257	1.000000e+00	1.000000e+00	0.002404	1.000000e+00	1.000000e+00	0.169324	1.000000e+00	1.000000e+00	0.002404	5	0	10	0.224860	0.000000	0.206696
ENSG00000114859.16	1.984719e-01	2.890277e-01	1.337086	4.140406e-01	7.185008e-01	0.207903	1.957155e-01	2.922679e-01	1.544989	7.970026e-01	1.000000e+00	0.149280	1.000000e+00	1.000000e+00	0.812286	8.430855e-01	1.000000e+00	0.149280	2	0	2	0.394502	0.000000	0.378452
ENSG00000114861.24	7.025096e-02	1.615516e-01	1.987194	4.675228e-01	7.345923e-01	0.199842	7.708728e-02	1.712547e-01	2.187035	1.000000e+00	1.000000e+00	0.137080	1.000000e+00	1.000000e+00	0.818861	1.000000e+00	1.000000e+00	0.112249	0	0	1	0.000000	0.000000	0.000000
ENSG00000114867.22	8.713606e-02	1.836289e-01	1.835185	8.044784e-02	5.134359e-01	0.489142	6.208287e-02	1.512081e-01	2.324327	8.525901e-01	1.000000e+00	0.091614	1.000000e+00	1.000000e+00	0.613152	8.840564e-01	1.000000e+00	0.091614	3	0	4	0.377185	0.000000	0.354185
ENSG00000114902.14	1.593559e-01	2.557721e-01	1.459515	6.621252e-01	7.887188e-01	0.137462	1.836415e-01	2.819836e-01	1.596977	1.000000e+00	1.000000e+00	0.232349	1.000000e+00	1.000000e+00	0.871568	1.000000e+00	1.000000e+00	0.202508	0	0	0	0.000000	0.000000	0.000000
ENSG00000114904.13	5.264520e-01	5.761243e-01	0.528752	8.980194e-02	5.268897e-01	0.469991	3.916156e-01	4.674060e-01	0.998743	4.593371e-01	1.000000e+00	0.656417	1.000000e+00	1.000000e+00	0.625008	5.850720e-01	1.000000e+00	0.656417	5	0	2	0.920517	0.000000	0.841942
ENSG00000114923.17	1.046136e-04	3.383459e-03	6.375003	7.239730e-02	5.005445e-01	0.506231	1.104907e-04	3.112583e-03	6.881234	1.000000e+00	1.000000e+00	0.000272	1.000000e+00	1.000000e+00	0.602763	1.000000e+00	1.000000e+00	0.000272	1	0	8	0.070291	0.000000	0.067797
ENSG00000114933.16	2.821158e-02	9.764443e-02	2.536649	1.967711e-01	6.213920e-01	0.335271	2.748634e-02	9.579680e-02	2.871920	8.941522e-01	1.000000e+00	0.022516	1.000000e+00	1.000000e+00	0.715144	9.121845e-01	1.000000e+00	0.022516	1	0	3	0.159931	0.000000	0.151443
ENSG00000114942.15	6.389656e-02	1.532779e-01	2.047855	5.929039e-01	7.695675e-01	0.155828	7.493388e-02	1.687177e-01	2.203683	1.000000e+00	1.000000e+00	0.129011	1.000000e+00	1.000000e+00	0.855706	1.000000e+00	1.000000e+00	0.110396	0	0	1	0.000000	0.000000	0.000000
ENSG00000114948.13	4.183485e-02	1.211196e-01	2.283856	4.675228e-01	7.345923e-01	0.198365	4.777784e-02	1.310348e-01	2.482221	1.000000e+00	1.000000e+00	0.101891	1.000000e+00	1.000000e+00	0.820071	1.000000e+00	1.000000e+00	0.083557	0	0	1	0.000000	0.000000	0.000000
ENSG00000114956.20	1.532542e-01	2.507086e-01	1.477675	5.292624e-01	7.526452e-01	0.167453	1.645619e-01	2.654551e-01	1.645128	1.000000e+00	1.000000e+00	0.228168	1.000000e+00	1.000000e+00	0.845816	1.000000e+00	1.000000e+00	0.192988	0	0	0	0.000000	0.000000	0.000000
ENSG00000114978.18	2.675874e-02	9.487393e-02	2.578446	4.675228e-01	7.345923e-01	0.198263	3.149809e-02	1.038442e-01	2.776708	1.000000e+00	1.000000e+00	0.075892	1.000000e+00	1.000000e+00	0.820154	1.000000e+00	1.000000e+00	0.062243	0	0	1	0.000000	0.000000	0.000000
ENSG00000114982.19	3.613635e-02	1.120780e-01	2.373561	5.929039e-01	7.695675e-01	0.153294	4.475815e-02	1.260235e-01	2.526855	1.000000e+00	1.000000e+00	0.093148	1.000000e+00	1.000000e+00	0.857878	1.000000e+00	1.000000e+00	0.079910	0	0	1	0.000000	0.000000	0.000000
ENSG00000114988.12	1.177338e-01	2.177908e-01	1.618919	6.621252e-01	7.887188e-01	0.131360	1.394052e-01	2.429063e-01	1.750278	1.000000e+00	1.000000e+00	0.198113	1.000000e+00	1.000000e+00	0.876902	1.000000e+00	1.000000e+00	0.173726	0	0	0	0.000000	0.000000	0.000000
ENSG00000114993.17	5.968146e-02	1.475774e-01	2.098655	2.853306e-01	6.687190e-01	0.263050	5.833441e-02	1.461582e-01	2.361704	8.941522e-01	1.000000e+00	0.039432	1.000000e+00	1.000000e+00	0.768704	9.121845e-01	1.000000e+00	0.039432	1	0	2	0.184383	0.000000	0.175502
ENSG00000114999.8	1.850367e-02	7.665936e-02	2.834487	3.634805e-01	7.017610e-01	0.220992	2.142227e-02	8.215010e-02	3.055480	1.000000e+00	1.000000e+00	0.058749	1.000000e+00	1.000000e+00	0.801723	1.000000e+00	1.000000e+00	0.047100	0	0	2	0.000000	0.000000	0.000000
ENSG00000115008.6	1.687335e-02	7.259166e-02	2.895512	3.634805e-01	7.017610e-01	0.226965	1.911372e-02	7.682967e-02	3.122476	1.000000e+00	1.000000e+00	0.055271	1.000000e+00	1.000000e+00	0.796949	1.000000e+00	1.000000e+00	0.044048	0	0	2	0.000000	0.000000	0.000000
ENSG00000115009.13	1.104696e-01	2.102741e-01	1.653503	7.288369e-01	8.083671e-01	0.101757	1.394052e-01	2.429063e-01	1.755260	1.000000e+00	1.000000e+00	0.191378	1.000000e+00	1.000000e+00	0.903249	1.000000e+00	1.000000e+00	0.172862	0	0	0	0.000000	0.000000	0.000000
ENSG00000115020.17	5.391396e-01	5.870263e-01	0.501938	1.372883e-01	5.764956e-01	0.391200	4.446700e-01	5.122933e-01	0.893138	4.382651e-01	1.000000e+00	0.687342	1.000000e+00	1.000000e+00	0.676245	5.678401e-01	1.000000e+00	0.687342	5	0	2	0.947797	0.000000	0.878420
ENSG00000115041.14	4.698231e-01	5.273461e-01	0.623755	8.384684e-01	8.533640e-01	0.062956	5.700123e-01	6.178341e-01	0.686712	6.547705e-01	1.000000e+00	0.317274	1.000000e+00	1.000000e+00	0.938984	7.345166e-01	1.000000e+00	0.317274	1	0	0	0.542991	0.000000	0.524742
ENSG00000115053.17	1.547811e-02	6.915966e-02	2.957163	2.221663e-01	6.360693e-01	0.303107	1.556627e-02	6.813995e-02	3.260270	1.000000e+00	1.000000e+00	0.051966	1.000000e+00	1.000000e+00	0.738520	1.000000e+00	1.000000e+00	0.038378	0	0	2	0.000000	0.000000	0.000000
ENSG00000115073.8	4.443138e-04	8.894118e-03	5.358699	9.929121e-02	5.394125e-01	0.452353	4.689979e-04	8.489362e-03	5.811051	1.000000e+00	1.000000e+00	0.004707	1.000000e+00	1.000000e+00	0.636130	1.000000e+00	1.000000e+00	0.002994	0	0	5	0.000000	0.000000	0.000000
ENSG00000115084.15	1.268163e-01	2.266338e-01	1.564345	5.269468e-02	4.640787e-01	0.564232	8.360505e-02	1.797725e-01	2.128577	7.970026e-01	1.000000e+00	0.142039	1.000000e+00	1.000000e+00	0.568797	8.430855e-01	1.000000e+00	0.142039	4	0	4	0.462932	0.000000	0.432838
ENSG00000115085.16	6.989127e-03	4.458943e-02	3.447219	3.634805e-01	7.017610e-01	0.226667	8.667646e-03	4.893165e-02	3.673886	1.000000e+00	1.000000e+00	0.031834	1.000000e+00	1.000000e+00	0.797186	1.000000e+00	1.000000e+00	0.025378	0	0	3	0.000000	0.000000	0.000000
ENSG00000115091.12	3.173788e-02	1.044526e-01	2.455533	3.208534e-01	6.842968e-01	0.253957	3.404996e-02	1.087183e-01	2.709490	1.000000e+00	1.000000e+00	0.085817	1.000000e+00	1.000000e+00	0.775725	1.000000e+00	1.000000e+00	0.066571	0	0	1	0.000000	0.000000	0.000000
ENSG00000115107.20	5.774669e-02	1.448990e-01	2.116992	5.292624e-01	7.526452e-01	0.178224	6.603938e-02	1.570235e-01	2.295216	8.827223e-01	1.000000e+00	0.054031	1.000000e+00	1.000000e+00	0.836755	9.048440e-01	1.000000e+00	0.054031	2	0	4	0.287727	0.000000	0.280394
ENSG00000115109.14	3.552301e-01	4.326586e-01	0.837922	2.853306e-01	6.687190e-01	0.277149	3.410167e-01	4.230388e-01	1.115070	6.547705e-01	1.000000e+00	0.305116	1.000000e+00	1.000000e+00	0.757942	7.345166e-01	1.000000e+00	0.305116	2	0	1	0.557499	0.000000	0.515380
ENSG00000115112.8	2.658901e-01	3.499474e-01	1.093721	5.292624e-01	7.526452e-01	0.171095	2.871596e-01	3.730641e-01	1.264816	7.970026e-01	1.000000e+00	0.147913	1.000000e+00	1.000000e+00	0.842741	8.430855e-01	1.000000e+00	0.147913	1	0	1	0.340689	0.000000	0.321298
ENSG00000115128.7	1.071619e-01	2.065896e-01	1.668511	5.292624e-01	7.526452e-01	0.168505	1.236145e-01	2.272118e-01	1.837015	1.000000e+00	1.000000e+00	0.188528	1.000000e+00	1.000000e+00	0.844927	1.000000e+00	1.000000e+00	0.159292	0	0	0	0.000000	0.000000	0.000000
ENSG00000115129.14	1.041281e-01	2.034612e-01	1.695324	2.853306e-01	6.687190e-01	0.266133	1.029938e-01	2.040331e-01	1.961457	8.671114e-01	1.000000e+00	0.064384	1.000000e+00	1.000000e+00	0.766337	8.940958e-01	1.000000e+00	0.064384	1	0	2	0.232605	0.000000	0.218487
ENSG00000115137.12	7.347634e-03	4.592946e-02	3.409121	1.555815e-01	5.923518e-01	0.369723	7.578019e-03	4.524211e-02	3.778844	1.000000e+00	1.000000e+00	0.033070	1.000000e+00	1.000000e+00	0.690925	1.000000e+00	1.000000e+00	0.022849	0	0	2	0.000000	0.000000	0.000000
ENSG00000115138.11	1.920694e-01	2.833169e-01	1.356940	8.384684e-01	8.533640e-01	0.071184	2.363902e-01	3.275924e-01	1.428123	1.000000e+00	1.000000e+00	0.257447	1.000000e+00	1.000000e+00	0.931291	1.000000e+00	1.000000e+00	0.239758	0	0	0	0.000000	0.000000	0.000000
ENSG00000115145.10	1.369874e-01	2.357241e-01	1.534390	7.288369e-01	8.083671e-01	0.118928	1.645619e-01	2.654551e-01	1.653318	1.000000e+00	1.000000e+00	0.215587	1.000000e+00	1.000000e+00	0.887872	1.000000e+00	1.000000e+00	0.191414	0	0	0	0.000000	0.000000	0.000000
ENSG00000115155.19	1.175433e-06	9.803922e-05	10.024116	7.314722e-03	2.670815e-01	1.041012	1.175433e-06	9.615385e-05	11.065128	1.000000e+00	1.000000e+00	0.000011	1.000000e+00	1.000000e+00	0.353097	1.000000e+00	1.000000e+00	0.000011	3	0	15	0.107015	0.000000	0.103039
ENSG00000115159.17	6.441375e-04	1.125257e-02	5.109843	1.234099e-01	5.638614e-01	0.418892	6.594182e-04	1.024658e-02	5.528735	1.000000e+00	1.000000e+00	0.006037	1.000000e+00	1.000000e+00	0.657775	1.000000e+00	1.000000e+00	0.003971	0	0	4	0.000000	0.000000	0.000000
ENSG00000115163.15	6.262709e-03	4.173913e-02	3.522540	8.044784e-02	5.134359e-01	0.491962	5.430502e-03	3.691570e-02	4.014503	1.000000e+00	1.000000e+00	0.029524	1.000000e+00	1.000000e+00	0.611425	1.000000e+00	1.000000e+00	0.018052	0	0	2	0.000000	0.000000	0.000000
ENSG00000115165.11	1.023803e-03	1.467565e-02	4.796270	7.239730e-02	5.005445e-01	0.506350	9.133118e-04	1.279012e-02	5.302620	1.000000e+00	1.000000e+00	0.008260	1.000000e+00	1.000000e+00	0.602692	1.000000e+00	1.000000e+00	0.004979	0	0	4	0.000000	0.000000	0.000000
ENSG00000115170.16	5.219865e-02	1.368505e-01	2.169846	4.140406e-01	7.185008e-01	0.203071	5.833441e-02	1.461582e-01	2.372917	1.000000e+00	1.000000e+00	0.114195	1.000000e+00	1.000000e+00	0.816220	1.000000e+00	1.000000e+00	0.093208	0	0	1	0.000000	0.000000	0.000000
ENSG00000115183.15	7.458772e-01	7.672511e-01	0.251073	1.234099e-01	5.638614e-01	0.414343	5.831643e-01	6.293632e-01	0.665416	2.412119e-01	1.000000e+00	1.272335	1.000000e+00	1.000000e+00	0.660774	3.934810e-01	1.000000e+00	1.272335	11	0	5	1.312173	0.000000	1.248001
ENSG00000115194.11	1.899500e-03	2.105537e-02	4.349410	3.208534e-01	6.842968e-01	0.248596	2.411989e-03	2.257426e-02	4.598006	1.000000e+00	1.000000e+00	0.012914	1.000000e+00	1.000000e+00	0.779895	1.000000e+00	1.000000e+00	0.010072	0	0	4	0.000000	0.000000	0.000000
ENSG00000115204.15	4.034205e-02	1.187989e-01	2.300477	4.675228e-01	7.345923e-01	0.190878	4.777784e-02	1.310348e-01	2.491355	1.000000e+00	1.000000e+00	0.100211	1.000000e+00	1.000000e+00	0.826233	1.000000e+00	1.000000e+00	0.082798	0	0	1	0.000000	0.000000	0.000000
ENSG00000115207.15	3.996474e-05	1.691542e-03	6.978936	6.775198e-03	2.596396e-01	1.065908	1.880694e-05	8.510638e-04	8.044844	1.000000e+00	1.000000e+00	0.000931	1.000000e+00	1.000000e+00	0.344415	1.000000e+00	1.000000e+00	0.000321	0	0	6	0.000000	0.000000	0.000000
ENSG00000115211.17	1.907964e-02	7.786999e-02	2.804774	8.980194e-02	5.268897e-01	0.467741	1.556627e-02	6.813995e-02	3.272514	1.000000e+00	1.000000e+00	0.016533	1.000000e+00	1.000000e+00	0.626416	1.000000e+00	1.000000e+00	0.016533	1	0	3	0.142322	0.000000	0.132910
ENSG00000115216.14	3.302968e-04	7.635870e-03	5.650269	8.044784e-02	5.134359e-01	0.484905	3.197179e-04	6.732673e-03	6.135173	1.000000e+00	1.000000e+00	0.003517	1.000000e+00	1.000000e+00	0.615756	1.000000e+00	1.000000e+00	0.002165	0	0	5	0.000000	0.000000	0.000000
ENSG00000115221.13	1.138384e-01	2.139342e-01	1.639841	2.497373e-01	6.509314e-01	0.284728	1.081716e-01	2.100833e-01	1.924569	8.525901e-01	1.000000e+00	0.098784	1.000000e+00	1.000000e+00	0.752219	8.840564e-01	1.000000e+00	0.098784	2	0	3	0.346318	0.000000	0.329451
ENSG00000115226.10	1.317825e-01	2.310200e-01	1.546242	7.288369e-01	8.083671e-01	0.108065	1.645619e-01	2.654551e-01	1.654307	1.000000e+00	1.000000e+00	0.213047	1.000000e+00	1.000000e+00	0.897569	1.000000e+00	1.000000e+00	0.191224	0	0	0	0.000000	0.000000	0.000000
